,Chapter,Concept Instance,Occurences
0,14,fault,1
1,28,action,1
2,33,action,1
3,44,action,1
4,45,honour,1
5,52,fault,1
6,53,action,1
7,58,action,1
8,62,blame,1
9,63,justice,1
10,63,temperance,1
