,Chapter,Word,Occurences
0,5,body,1
1,8,body,1
2,11,soul,2
3,16,soul,1
4,18,soul,1
5,19,soul,2
6,20,impulse,1
7,26,flesh,1
8,26,soul,1
9,27,soul,1
10,32,soul,1
11,33,flesh,1
12,33,soul,1
13,34,soul,2
14,37,impulse,1
15,37,soul,1
