,Chapter,word,Occurences
0,3,men,6
1,4,men,1
2,5,men,1
3,8,men,1
4,10,men,1
5,18,men,1
6,19,men,3
7,25,men,2
8,26,men,1
9,29,men,1
10,31,men,1
11,32,men,1
12,33,men,1
13,37,men,1
14,39,men,1
15,46,men,2
16,48,men,4
17,49,men,6
18,50,men,1
19,51,men,1
