,Chapter,Word,Occurences
0,2,principle,1
1,3,reason,1
2,3,judgement,2
3,3,mind,2
4,3,truth,1
5,4,reason,4
6,4,mind,3
7,5,reason,1
8,5,principle,1
9,7,judgement,1
10,11,truth,1
11,12,principle,1
12,13,reason,1
13,14,reason,1
14,16,principle,1
15,20,truth,1
16,21,principle,1
17,21,truth,1
18,24,reason,2
19,24,mind,1
20,26,reason,1
21,29,reason,3
22,29,mind,1
23,32,mind,2
24,38,principle,1
25,39,judgement,1
26,39,principle,1
27,49,judgement,1
28,49,mind,1
29,49,principle,1
