,Chapter,Word,Occurences
0,1,man,4
1,3,man,1
2,6,man,2
3,8,man,2
4,9,man,1
5,10,man,2
6,11,man,1
7,12,man,3
8,15,man,11
9,17,man,1
10,20,man,2
11,27,man,2
12,28,man,1
13,31,man,1
14,32,man,1
15,33,man,1
16,34,man,1
17,36,man,2
