,Chapter,Word,Occurences
0,1,man,1
1,2,man,3
2,3,man,2
3,9,man,2
4,10,man,1
5,11,man,2
6,22,man,2
7,23,man,1
8,27,man,2
9,29,man,1
10,30,man,4
11,41,man,2
12,42,man,1
13,43,man,9
