,Chapter,Word,Occurences
0,1,reason,1
1,1,mind,1
2,1,principle,1
3,1,truth,3
4,3,reason,1
5,3,mind,1
6,6,judgement,1
7,8,mind,1
8,9,reason,1
9,9,mind,1
10,10,reason,1
11,12,reason,1
12,13,judgement,1
13,16,reason,1
14,21,judgement,1
15,22,ignorance,1
16,22,mind,2
17,23,principle,1
18,28,mind,1
19,33,judgement,1
20,35,reason,1
21,40,mind,1
22,42,principle,1
23,43,reason,1
24,43,mind,2
