,Chapter,word,Occurences
0,8,principle,1
1,13,reason,1
2,14,reason,4
3,21,ignorance,1
4,21,truth,2
5,22,reason,1
6,23,reason,2
7,24,principle,1
8,30,reason,1
9,35,principle,2
10,36,principle,2
11,40,mind,2
12,40,principle,1
13,44,reason,1
14,47,mind,1
15,47,truth,1
16,52,judgement,1
17,53,mind,1
