,Chapter,Word,Occurences
0,4,atoms,1
1,7,God,1
2,10,providence,1
3,10,atoms,2
4,16,god,2
5,16,gods,2
6,23,god,1
7,23,gods,1
8,24,atoms,1
9,30,god,2
10,30,gods,2
11,35,god,1
12,35,gods,1
13,41,god,1
14,41,God,1
15,41,gods,1
16,43,god,3
17,44,god,2
18,44,gods,1
