,Chapter,Word,Occurences
0,15,man,2
1,16,man,1
2,17,man,1
3,18,man,2
4,21,man,1
5,23,man,1
6,26,man,2
7,27,man,1
8,30,man,4
9,33,man,3
10,35,man,1
11,39,man,1
12,41,man,2
13,44,man,1
14,45,man,2
15,47,man,4
16,50,man,1
17,57,man,1
