,Chapter,Word,Occurences
0,1,man,2
1,8,man,4
2,10,man,1
3,11,man,1
4,12,man,2
5,14,man,1
6,15,man,3
7,16,man,1
8,20,man,1
9,25,man,1
10,26,man,1
11,28,man,2
12,31,man,1
13,33,man,3
14,34,man,1
15,35,man,2
16,36,man,4
17,37,man,1
18,38,man,2
