,Chapter,Word,Occurences
0,1,man,1
1,5,man,1
2,6,man,1
3,8,man,4
4,9,man,2
5,13,man,3
6,15,man,3
7,16,man,2
8,18,man,3
9,20,man,1
10,21,man,2
11,28,man,1
