,Chapter,word,Occurences
0,1,men,4
1,3,men,1
2,6,men,2
3,8,men,2
4,9,men,1
5,10,men,2
6,11,men,1
7,12,men,3
8,15,men,11
9,17,men,1
10,20,men,2
11,27,men,2
12,28,men,1
13,31,men,1
14,32,men,1
15,33,men,1
16,34,men,1
17,36,men,2
