,Chapter,word,Occurences
0,1,action,2
1,1,honour,1
2,3,blame,1
3,5,action,1
4,5,blame,1
5,5,fault,1
6,9,action,1
7,12,justice,1
8,12,temperance,1
9,20,action,2
10,35,action,1
11,37,action,1
