,Chapter,Word,Occurences
0,3,fate,1
1,3,god,1
2,3,gods,1
3,4,god,1
4,4,gods,1
5,5,God,1
6,6,divinity,1
7,6,god,1
8,6,gods,1
9,7,divinity,1
10,8,fate,1
11,9,god,1
12,9,gods,1
13,11,God,1
14,12,divinity,1
15,13,God,1
16,16,divinity,1
17,16,fate,1
18,16,god,1
19,16,God,1
20,16,gods,1
