,Chapter,Word,Occurences
0,1,man,3
1,3,man,1
2,5,man,2
3,7,man,1
4,10,man,2
5,14,man,2
6,21,man,1
7,23,man,1
8,26,man,4
9,30,man,1
10,34,man,2
11,37,man,1
12,43,man,2
13,44,man,3
14,46,man,1
15,48,man,1
16,51,man,1
17,52,man,1
18,53,man,3
19,59,man,1
20,61,man,2
