,Chapter,Word,Occurences
0,2,God,1
1,17,atoms,1
2,17,god,1
3,17,gods,1
4,19,god,1
5,19,God,1
6,19,gods,1
7,23,god,1
8,23,gods,1
9,25,atoms,1
10,34,God,1
11,37,fate,1
12,45,divinity,1
13,56,God,1
