,Chapter,word,Occurences
0,4,atoms,1
1,10,providence,1
2,10,atoms,2
3,16,god,2
4,23,god,1
5,24,atoms,1
6,30,god,2
7,35,god,1
8,41,god,1
9,43,god,3
10,44,god,2
