,Chapter,Word,Occurences
0,1,honour,1
1,5,justice,1
2,8,action,1
3,12,blame,2
4,14,justice,1
5,14,temperance,1
6,18,action,1
7,21,honour,1
8,22,blame,1
9,26,honour,1
10,29,honour,1
11,30,action,3
