,Chapter,Word,Occurences
0,1,soul,2
1,3,body,1
2,3,soul,1
3,12,soul,1
4,16,soul,1
5,18,soul,2
6,19,body,1
7,20,body,1
8,21,impulse,1
9,37,impulse,1
10,39,souls,1
11,39,soul,1
