,Chapter,word,Occurences
0,2,men,1
1,15,men,1
2,16,men,2
3,17,men,2
4,18,men,2
5,20,men,1
6,23,men,1
7,25,men,1
8,26,men,2
9,27,men,1
10,30,men,2
11,32,men,1
12,35,men,1
13,38,men,1
14,39,men,1
15,40,men,1
16,41,men,1
17,42,men,1
18,45,men,1
19,47,men,3
20,52,men,1
21,57,men,1
