,Chapter,Word,Occurences
0,4,impulse,1
1,13,body,1
2,16,body,1
3,16,vital spirit,1
4,29,impulse,1
5,55,body,1
6,55,impulse,1
7,60,body,2
8,62,impulse,1
9,63,soul,1
10,64,soul,1
11,66,flesh,1
12,66,soul,1
13,75,impulse,2
