,Chapter,Word,Occurences
0,1,flesh,1
1,2,flesh,1
2,3,body,1
3,3,vital spirit,1
4,7,body,1
5,7,soul,1
6,14,flesh,1
7,16,impulse,1
8,19,body,1
9,24,body,1
10,24,vital spirit,1
11,26,soul,1
12,28,vital spirit,1
13,29,impulse,1
