,Chapter,word,Occurences
0,2,time,1
1,3,life,1
2,3,time,2
3,4,time,1
4,7,death,1
5,7,life,1
6,8,death,1
7,13,life,1
8,21,life,2
9,21,time,1
10,22,life,2
11,22,time,1
12,24,life,2
13,27,life,2
14,29,death,1
15,30,life,1
16,30,time,1
17,32,death,2
18,33,death,1
19,33,time,1
20,34,dissolution,1
21,34,life,1
