,Chapter,Word,Occurences
0,9,God,1
1,17,God,1
2,31,God,1
3,32,atoms,1
4,39,god,1
5,39,gods,1
6,41,god,1
7,41,gods,1
8,46,God,1
9,50,atoms,1
10,51,God,1
11,53,god,1
12,53,gods,1
13,66,god,1
14,66,gods,1
15,67,god,1
16,67,God,1
17,68,God,2
18,70,god,1
19,70,gods,1
