,Chapter,word,Occurences
0,1,death,1
1,1,life,2
2,1,time,1
3,3,death,1
4,3,life,2
5,3,sick,2
6,4,life,1
7,6,life,1
8,7,life,1
9,7,time,1
10,8,life,1
11,10,life,2
12,10,time,1
13,11,life,1
14,11,time,2
15,12,life,1
16,16,life,1
