,Chapter,Word,Occurences
0,1,man,3
1,2,man,1
2,5,man,2
3,6,man,1
4,8,man,1
5,9,man,1
6,10,man,2
7,11,man,8
8,12,man,4
9,13,man,3
10,14,man,3
11,16,man,1
12,17,man,2
