,Chapter,Word,Occurences
0,2,flesh,2
1,2,impulse,1
2,2,vital spirit,2
3,6,souls,1
4,6,soul,2
5,7,impulse,1
6,8,soul,2
7,16,impulse,1
8,16,soul,1
9,17,body,2
10,17,vital spirit,1
