,Chapter,word,Occurences
0,2,death,1
1,4,time,4
2,5,life,1
3,6,life,1
4,7,death,1
5,7,life,1
6,7,sick,1
7,7,time,1
8,9,time,1
9,11,death,1
10,11,life,3
11,12,death,2
12,13,time,1
13,14,life,1
14,14,time,1
15,17,death,1
16,17,dissolution,1
17,17,life,3
18,17,time,1
