,Chapter,Word,Occurences
0,3,death,1
1,3,life,2
2,3,time,1
3,5,dissolution,1
4,8,life,1
5,17,life,1
6,21,dissolution,1
7,21,time,1
8,23,time,1
9,25,life,1
10,26,life,1
11,29,life,1
12,31,life,1
13,32,death,1
14,32,life,2
15,32,time,3
16,33,time,1
17,39,life,2
18,44,death,1
19,44,sick,1
20,46,death,3
21,48,death,3
22,48,life,2
23,48,time,1
24,50,death,1
25,50,life,1
26,50,time,2
