,Chapter,Word,Occurences
0,3,flesh,1
1,3,vital spirit,1
2,4,vital spirit,1
3,18,body,1
4,21,souls,3
5,21,soul,3
6,22,impulse,1
7,29,soul,2
8,39,body,1
9,40,soul,1
10,41,body,1
11,50,body,1
