,Chapter,word,Occurences
0,4,law,2
1,4,whole,1
2,9,law,1
3,9,necessity,1
4,12,law,1
5,19,whole,1
6,20,law,1
7,26,matter,1
8,29,nature,1
9,29,law,1
10,31,whole,1
11,32,matter,1
12,32,whole,1
13,34,whole,1
14,45,necessity,1
15,47,matter,1
16,48,matter,2
17,48,whole,1
18,49,nature,3
