,Chapter,Concept Instance,Occurences
0,1,power,1
1,1,glory,2
2,7,power,1
3,17,power,1
4,28,power,1
5,29,power,2
6,32,obstacle,2
7,34,power,2
8,35,obstacle,2
9,37,corrupt,1
10,41,obstacle,6
11,43,governing self,1
12,47,power,1
13,48,governing self,1
14,54,power,2
15,57,obstacle,1
16,61,governing self,1
