,Chapter,Word,Occurences
0,1,divinity,1
1,3,god,2
2,3,gods,2
3,4,god,1
4,4,gods,1
5,5,god,2
6,5,gods,1
7,11,providence,1
8,11,god,2
9,11,gods,2
10,12,God,1
11,13,God,2
12,13,Gods,1
13,17,fortune,1
