,Chapter,Word,Occurences
0,1,time,1
1,6,life,2
2,7,dissolution,2
3,8,death,1
4,8,life,5
5,9,time,1
6,10,time,1
7,12,time,1
8,15,life,1
9,18,dissolution,1
10,20,time,1
11,26,life,1
12,29,death,1
13,29,time,1
14,30,time,1
15,31,life,2
16,33,life,2
17,34,life,1
18,36,death,1
19,36,life,1
20,38,life,1
