,Chapter,Word,Occurences
0,1,body,1
1,1,soul,1
2,6,impulse,1
3,7,body,1
4,7,vital spirit,2
5,8,flesh,1
6,11,body,1
7,24,flesh,1
8,26,impulse,1
9,33,body,1
10,36,soul,1
11,38,body,2
