,Chapter,Concept Instance,Occurences
0,1,judgement,1
1,1,mind,1
2,3,mind,1
3,4,reason,1
4,4,mind,3
5,6,reason,1
6,6,truth,1
7,7,reason,1
8,7,mind,1
9,9,reason,1
10,9,judgement,3
11,10,mind,1
12,11,mind,1
13,11,truth,2
14,12,truth,1
15,13,mind,1
16,16,mind,3
17,16,truth,1
