,Chapter,word,Occurences
0,3,fate,1
1,3,god,1
2,4,god,1
3,6,divinity,1
4,6,god,1
5,7,divinity,1
6,8,fate,1
7,9,god,1
8,12,divinity,1
9,16,divinity,1
10,16,fate,1
11,16,god,1
